timestamp,precipitation
1592319600,0.0
1592323200,0.0
1592326800,0.0
1592330400,0.0
1592334000,0.0
1592337600,0.0
1592341200,0.0
1592344800,0.0
1592348400,0.0
1592352000,0.0
1592355600,0.0
1592359200,0.0
1592362800,0.0
1592366400,0.0
1592370000,0.0
1592373600,0.0
1592377200,0.0
1592380800,0.0
1592384400,0.0
1592388000,0.0
1592391600,0.0
1592395200,0.0
1592398800,0.2
1592402400,0.0
1592406000,0.0
1592409600,0.0
1592413200,0.2
1592416800,0.0
1592420400,0.0
1592424000,0.0
1592427600,0.0
1592431200,0.0
1592434800,0.0
1592438400,0.0
1592442000,0.0
1592445600,0.0
1592449200,0.0
1592452800,0.0
1592456400,0.0
1592460000,0.0
1592463600,0.0
1592467200,0.0
1592470800,0.0
1592474400,0.0
1592478000,0.0
1592481600,0.0
1592485200,0.0
1592488800,0.0
1592492400,0.0
1592496000,0.0
1592499600,0.0
1592503200,0.0
1592506800,0.0
1592510400,0.0
1592514000,0.0
1592517600,0.0
1592521200,0.0
1592524800,0.0
1592528400,0.0
1592532000,0.0
1592535600,0.0
1592539200,0.0
1592542800,0.0
1592546400,0.0
1592550000,0.0
1592553600,0.0
1592557200,0.0
1592560800,0.0
1592564400,0.0
1592568000,0.0
1592571600,0.0
1592575200,0.0
1592578800,0.0
1592582400,0.0
1592586000,0.0
1592589600,0.0
1592593200,0.0
1592596800,0.0
1592600400,0.0
1592604000,0.0
1592607600,0.0
1592611200,0.0
1592614800,0.0
1592618400,0.0
1592622000,0.0
1592625600,0.0
1592629200,0.0
1592632800,0.0
1592636400,0.0
1592640000,0.0
1592643600,0.0
1592647200,0.0
1592650800,0.0
1592654400,0.0
1592658000,0.0
1592661600,0.0
1592665200,0.0
1592668800,0.0
1592672400,0.0
1592676000,0.0
1592679600,0.0
1592683200,0.0
1592686800,0.0
1592690400,0.0
1592694000,0.0
1592697600,0.0
1592701200,0.0
1592704800,0.0
1592708400,0.0
1592712000,0.0
1592715600,0.0
1592719200,0.0
1592722800,0.0
1592726400,0.0
1592730000,0.0
1592733600,0.0
1592737200,0.0
1592740800,0.0
1592744400,0.0
1592748000,0.0
1592751600,0.0
1592755200,0.0
1592758800,0.0
1592762400,0.0
1592766000,0.0
1592769600,0.0
1592773200,0.0
1592776800,0.0
1592780400,0.0
1592784000,0.0
1592787600,0.0
1592791200,0.0
1592794800,0.0
1592798400,0.0
1592802000,0.0
1592805600,0.0
1592809200,0.0
1592812800,0.0
1592816400,0.0
1592820000,0.0
1592823600,0.0
1592827200,0.0
1592830800,0.0
1592834400,0.0
1592838000,0.0
1592841600,0.0
1592845200,0.0
1592848800,0.0
1592852400,0.0
1592856000,0.0
1592859600,0.0
1592863200,0.0
1592866800,0.0
1592870400,0.0
1592874000,0.0
1592877600,0.0
1592881200,0.0
1592884800,0.0
1592888400,0.0
1592892000,0.0
1592895600,0.0
1592899200,0.0
1592902800,0.0
1592906400,0.0
1592910000,0.0
1592913600,0.0
1592917200,0.0
1592920800,0.0
1592924400,0.0
1592928000,0.0
1592931600,0.0
1592935200,0.0
1592938800,0.0
1592942400,0.0
1592946000,0.0
1592949600,0.0
1592953200,0.0
1592956800,0.0
1592960400,0.0
1592964000,0.0
1592967600,0.0
1592971200,0.0
1592974800,0.0
1592978400,0.0
1592982000,0.0
1592985600,0.0
1592989200,0.0
1592992800,0.0
1592996400,0.0
1593000000,0.0
1593003600,0.0
1593007200,0.0
1593010800,0.0
1593014400,0.0
1593018000,0.0
1593021600,0.0
1593025200,0.0
1593028800,0.0
1593032400,0.0
1593036000,0.0
1593039600,0.0
1593043200,0.0
1593046800,0.0
1593050400,0.0
1593054000,0.0
1593057600,0.0
1593061200,0.0
1593064800,0.0
1593068400,0.0
1593072000,0.0
1593075600,0.0
1593079200,0.0
1593082800,0.0
1593086400,0.0
1593090000,0.0
1593093600,0.0
1593097200,0.0
1593100800,0.0
1593104400,0.0
1593108000,0.0
1593111600,0.0
1593115200,0.0
1593118800,0.0
1593122400,0.0
1593126000,0.0
1593129600,0.0
1593133200,0.0
1593136800,0.0
1593140400,0.0
1593144000,0.0
1593147600,0.0
1593151200,0.0
1593154800,0.0
1593158400,0.0
1593162000,0.0
1593165600,0.0
1593169200,0.0
1593172800,0.0
1593176400,0.0
1593180000,0.0
1593183600,0.0
1593187200,0.0
1593190800,0.0
1593194400,0.0
1593198000,0.0
1593201600,0.0
1593205200,0.0
1593208800,0.0
1593212400,0.0
1593216000,0.0
1593219600,0.0
1593223200,0.0
1593226800,0.0
1593230400,0.0
1593234000,0.0
1593237600,0.0
1593241200,0.0
1593244800,0.0
1593248400,0.0
1593252000,0.0
1593255600,0.0
1593259200,0.0
1593262800,0.0
1593266400,0.0
1593270000,0.0
1593273600,0.0
1593277200,0.0
1593280800,0.0
1593284400,0.0
1593288000,0.0
1593291600,0.0
1593295200,0.0
1593298800,0.0
1593302400,0.0
1593306000,0.0
1593309600,0.0
1593313200,0.0
1593316800,0.0
1593320400,0.0
1593324000,0.0
1593327600,0.0
1593331200,0.0
1593334800,0.0
1593338400,0.0
1593342000,0.0
1593345600,0.0
1593349200,0.0
1593352800,0.0
1593356400,0.0
1593360000,0.0
1593363600,0.0
1593367200,0.0
1593370800,0.0
1593374400,0.0
1593378000,0.0
1593381600,0.0
1593385200,0.0
1593388800,0.0
1593392400,0.0
1593396000,0.0
1593399600,0.0
1593403200,0.0
1593406800,0.0
1593410400,0.0
1593414000,0.0
1593417600,0.0
1593421200,0.0
1593424800,0.0
1593428400,0.0
1593432000,0.0
1593435600,0.0
1593439200,0.0
1593442800,0.0
1593446400,0.0
1593450000,0.0
1593453600,0.0
1593457200,0.0
1593460800,0.0
1593464400,0.0
1593468000,0.0
1593471600,0.0
1593475200,0.0
1593478800,0.0
1593482400,0.0
1593486000,0.0
1593489600,0.0
1593493200,0.0
1593496800,0.0
1593500400,0.0
1593504000,0.0
1593507600,0.0
1593511200,0.0
1593514800,0.0
1593518400,0.0
1593522000,0.0
1593525600,0.0
1593529200,0.0
1593532800,0.0
1593536400,0.0
1593540000,0.0
1593543600,0.0
1593547200,0.0
1593550800,0.0
1593554400,0.0
1593558000,0.0
1593561600,0.0
1593565200,0.0
1593568800,0.0
1593572400,0.0
1593576000,0.0
1593579600,0.0
1593583200,0.0
1593586800,0.0
1593590400,0.0
1593594000,0.0
1593597600,0.0
1593601200,0.0
1593604800,0.0
1593608400,0.0
1593612000,0.0
1593615600,0.0
1593619200,0.0
1593622800,0.0
1593626400,0.0
1593630000,0.0
1593633600,0.0
1593637200,0.0
1593640800,0.0
1593644400,0.0
1593648000,0.0
1593651600,0.0
1593655200,0.0
1593658800,0.0
1593662400,0.0
1593666000,0.0
1593669600,0.0
1593673200,0.0
1593676800,0.0
1593680400,0.0
1593684000,0.0
1593687600,0.0
1593691200,0.0
1593694800,0.0
1593698400,0.0
1593702000,0.0
1593705600,0.0
1593709200,0.0
1593712800,0.0
1593716400,0.0
1593720000,0.0
1593723600,0.0
1593727200,0.0
1593730800,0.0
1593734400,0.0
1593738000,0.0
1593741600,0.0
1593745200,0.0
1593748800,0.0
1593752400,0.0
1593756000,0.0
1593759600,0.0
1593763200,0.0
1593766800,0.0
1593770400,0.0
1593774000,0.0
1593777600,0.0
1593781200,0.0
1593784800,0.0
1593788400,0.0
1593792000,0.0
1593795600,0.0
1593799200,3.2
1593802800,3.0
1593806400,0.0
1593810000,0.0
1593813600,3.4
1593817200,2.2
1593820800,0.0
1593824400,0.0
1593828000,0.0
1593831600,0.0
1593835200,0.0
1593838800,0.0
1593842400,0.0
1593846000,0.0
1593849600,0.0
1593853200,0.0
1593856800,0.0
1593860400,0.0
1593864000,0.0
1593867600,0.0
1593871200,0.0
1593874800,0.0
1593878400,0.0
1593882000,0.0
1593885600,0.0
1593889200,0.0
1593892800,0.0
1593896400,0.0
1593900000,0.0
1593903600,0.0
1593907200,0.0
1593910800,0.0
1593914400,0.0
1593918000,0.0
1593921600,0.0
1593925200,0.0
1593928800,0.0
1593932400,0.0
1593936000,0.0
1593939600,0.0
1593943200,0.0
1593946800,0.0
1593950400,0.0
1593954000,0.0
1593957600,0.0
1593961200,0.0
1593964800,0.0
1593968400,0.0
1593972000,0.0
1593975600,0.0
1593979200,0.0
1593982800,0.0
1593986400,0.0
1593990000,0.0
1593993600,0.0
1593997200,0.0
1594000800,0.0
1594004400,0.0
1594008000,0.0
1594011600,0.0
1594015200,0.0
1594018800,0.0
1594022400,0.0
1594026000,0.0
1594029600,0.0
1594033200,0.0
1594036800,0.0
1594040400,0.0
1594044000,0.0
1594047600,0.0
1594051200,0.0
1594054800,0.0
1594058400,0.0
1594062000,0.0
1594065600,0.0
1594069200,0.0
1594072800,0.0
1594076400,0.0
1594080000,0.0
1594083600,0.0
1594087200,0.0
1594090800,0.0
1594094400,0.0
1594098000,0.0
1594101600,0.0
1594105200,0.0
1594108800,0.0
1594112400,0.0
1594116000,0.0
1594119600,0.0
1594123200,0.0
1594126800,0.0
1594130400,0.0
1594134000,0.0
1594137600,0.0
1594141200,0.0
1594144800,0.0
1594148400,0.0
1594152000,0.0
1594155600,0.0
1594159200,0.0
1594162800,0.0
1594166400,0.0
1594170000,0.0
1594173600,0.0
1594177200,0.0
1594180800,0.0
1594184400,0.0
1594188000,0.0
1594191600,0.0
1594195200,0.0
1594198800,0.0
1594202400,0.0
1594206000,0.0
1594209600,0.0
1594213200,0.0
1594216800,0.0
1594220400,0.0
1594224000,0.0
1594227600,0.0
1594231200,0.0
1594234800,0.0
1594238400,0.0
1594242000,0.0
1594245600,0.0
1594249200,0.0
1594252800,0.0
1594256400,0.0
1594260000,0.0
1594263600,0.0
1594267200,0.0
1594270800,0.0
1594274400,0.0
1594278000,0.0
1594281600,0.0
1594285200,0.0
1594288800,0.0
1594292400,0.0
1594296000,0.0
1594299600,0.0
1594303200,0.0
1594306800,0.0
1594310400,0.0
1594314000,0.0
1594317600,0.0
1594321200,0.0
1594324800,0.0
1594328400,0.0
1594332000,0.0
1594335600,0.0
1594339200,0.0
1594342800,0.0
1594346400,0.0
1594350000,0.0
1594353600,0.0
1594357200,0.0
1594360800,0.0
1594364400,0.0
1594368000,0.0
1594371600,0.0
1594375200,0.0
1594378800,0.0
1594382400,0.0
1594386000,0.0
1594389600,0.0
1594393200,0.0
1594396800,0.0
1594400400,0.0
1594404000,0.0
1594407600,0.0
1594411200,0.0
1594414800,0.0
1594418400,0.0
1594422000,0.0
1594425600,0.0
1594429200,0.0
1594432800,0.0
1594436400,0.0
1594440000,0.0
1594443600,0.0
1594447200,0.0
1594450800,0.0
1594454400,0.0
1594458000,0.0
1594461600,0.0
1594465200,0.0
1594468800,0.0
1594472400,0.0
1594476000,0.0
1594479600,0.0
1594483200,0.0
1594486800,0.0
1594490400,0.0
1594494000,0.0
1594497600,3.0
1594501200,0.0
1594504800,0.0
1594508400,0.0
1594512000,0.0
1594515600,0.0
1594519200,0.0
1594522800,0.0
1594526400,0.0
1594530000,0.0
1594533600,0.0
1594537200,0.0
1594540800,0.0
1594544400,0.0
1594548000,0.0
1594551600,0.0
1594555200,0.0
1594558800,0.0
1594562400,0.0
1594566000,0.0
1594569600,0.0
1594573200,0.0
1594576800,0.0
1594580400,0.0
1594584000,0.0
1594587600,0.0
1594591200,0.0
1594594800,0.0
1594598400,0.0
1594602000,0.0
1594605600,0.0
1594609200,0.0
1594612800,0.0
1594616400,0.0
1594620000,0.0
1594623600,0.0
1594627200,0.0
1594630800,0.0
1594634400,0.0
1594638000,0.0
1594641600,0.0
1594645200,0.0
1594648800,0.0
1594652400,0.0
1594656000,0.0
1594659600,0.0
1594663200,0.0
1594666800,0.0
1594670400,0.0
1594674000,0.0
1594677600,0.0
1594681200,0.0
1594684800,0.0
1594688400,0.0
1594692000,0.0
1594695600,0.0
1594699200,0.0
1594702800,0.0
1594706400,0.0
1594710000,0.0
1594713600,0.0
1594717200,0.0
1594720800,0.0
1594724400,0.0
1594728000,0.0
1594731600,0.0
1594735200,0.0
1594738800,0.0
1594742400,0.0
1594746000,0.0
1594749600,0.0
1594753200,0.0
1594756800,0.0
1594760400,0.0
1594764000,0.0
1594767600,0.0
1594771200,0.0
1594774800,0.0
1594778400,0.0
1594782000,0.0
1594785600,0.0
1594789200,0.0
1594792800,0.0
1594796400,0.0
1594800000,0.0
1594803600,0.0
1594807200,0.0
1594810800,0.0
1594814400,0.0
1594818000,0.0
1594821600,0.0
1594825200,0.0
1594828800,0.0
1594832400,0.0
1594836000,0.0
1594839600,0.0
1594843200,0.0
1594846800,0.0
1594850400,0.0
1594854000,0.0
1594857600,0.0
1594861200,0.0
1594864800,0.0
1594868400,0.0
1594872000,0.0
1594875600,0.0
1594879200,0.0
1594882800,0.0
1594886400,0.0
1594890000,0.0
1594893600,0.0
1594897200,0.0
1594900800,0.0
1594904400,0.0
1594908000,0.0
1594911600,0.0
1594915200,0.0
1594918800,0.0
1594922400,0.0
1594926000,0.0
1594929600,0.0
1594933200,0.0
1594936800,0.0
1594940400,0.0
1594944000,0.0
1594947600,0.0
1594951200,0.0
1594954800,0.0
1594958400,0.0
1594962000,0.0
1594965600,0.2
1594969200,2.8
1594972800,0.2
1594976400,0.0
1594980000,0.6
1594983600,0.0
1594987200,0.0
1594990800,0.0
1594994400,0.0
1594998000,0.0
1595001600,0.0
1595005200,0.0
1595008800,0.0
1595012400,0.0
1595016000,0.0
1595019600,0.0
1595023200,0.0
1595026800,0.0
1595030400,0.0
1595034000,0.0
1595037600,0.2
1595041200,0.0
1595044800,0.2
1595048400,0.4
1595052000,0.0
1595055600,0.0
1595059200,0.0
1595062800,0.0
1595066400,0.0
1595070000,0.0
1595073600,0.0
1595077200,0.0
1595080800,0.0
1595084400,0.0
1595088000,0.0
1595091600,0.0
1595095200,0.0
1595098800,0.0
1595102400,0.0
1595106000,0.0
1595109600,0.0
1595113200,0.0
1595116800,0.0
1595120400,0.0
1595124000,0.0
1595127600,0.0
1595131200,0.0
1595134800,0.0
1595138400,0.0
1595142000,0.0
1595145600,0.0
1595149200,0.0
1595152800,0.0
1595156400,0.0
1595160000,0.0
1595163600,0.0
1595167200,0.0
1595170800,0.0
1595174400,0.0
1595178000,0.0
1595181600,0.0
1595185200,0.0
1595188800,0.0
1595192400,0.0
1595196000,0.0
1595199600,0.0
1595203200,0.0
1595206800,0.0
1595210400,0.0
1595214000,0.0
1595217600,0.0
1595221200,0.0
1595224800,0.0
1595228400,0.0
1595232000,0.0
1595235600,0.0
1595239200,0.0
1595242800,0.0
1595246400,0.0
1595250000,0.0
1595253600,0.0
1595257200,0.0
1595260800,0.0
1595264400,0.0
1595268000,0.0
1595271600,0.0
1595275200,0.0
1595278800,0.0
1595282400,0.0
1595286000,0.0
1595289600,0.0
1595293200,0.0
1595296800,0.0
1595300400,0.0
1595304000,0.0
1595307600,0.0
1595311200,0.0
1595314800,0.0
1595318400,0.0
1595322000,0.0
1595325600,0.0
1595329200,0.0
1595332800,0.0
1595336400,0.0
1595340000,0.0
1595343600,0.0
1595347200,0.0
1595350800,0.0
1595354400,0.0
1595358000,0.0
1595361600,0.0
1595365200,0.0
1595368800,0.0
1595372400,0.0
1595376000,0.0
1595379600,0.0
1595383200,0.0
1595386800,0.0
1595390400,0.0
1595394000,0.0
1595397600,0.0
1595401200,0.0
1595404800,0.0
1595408400,0.0
1595412000,0.0
1595415600,0.0
1595419200,0.0
1595422800,0.0
1595426400,1.8
1595430000,0.0
1595433600,0.0
1595437200,0.0
1595440800,0.0
1595444400,0.0
1595448000,0.0
1595451600,0.0
1595455200,0.0
1595458800,0.0
1595462400,0.0
1595466000,0.0
1595469600,0.0
1595473200,0.0
1595476800,0.0
1595480400,0.0
1595484000,0.0
1595487600,0.0
1595491200,0.0
1595494800,0.0
1595498400,0.0
1595502000,0.0
1595505600,0.0
1595509200,0.0
1595512800,0.0
1595516400,0.0
1595520000,0.0
1595523600,0.0
1595527200,0.0
1595530800,0.0
1595534400,0.0
1595538000,0.0
1595541600,0.0
1595545200,0.0
1595548800,0.0
1595552400,0.0
1595556000,0.0
1595559600,0.0
1595563200,0.0
1595566800,0.0
1595570400,0.0
1595574000,0.0
1595577600,0.0
1595581200,0.0
1595584800,0.0
1595588400,7.4
1595592000,1.8
1595595600,0.4
1595599200,0.6
1595602800,0.2
1595606400,0.4
1595610000,0.4
1595613600,0.0
1595617200,0.0
1595620800,0.0
1595624400,0.0
1595628000,0.0
1595631600,0.0
1595635200,0.0
1595638800,0.0
1595642400,0.0
1595646000,0.0
1595649600,0.0
1595653200,0.0
1595656800,0.0
1595660400,0.0
1595664000,0.0
1595667600,0.0
1595671200,0.0
1595674800,0.0
1595678400,0.0
1595682000,0.0
1595685600,0.0
1595689200,0.0
1595692800,0.0
1595696400,0.0
1595700000,0.0
1595703600,0.0
1595707200,0.0
1595710800,0.0
1595714400,0.0
1595718000,0.0
1595721600,0.0
1595725200,0.0
1595728800,0.0
1595732400,0.0
1595736000,0.0
1595739600,0.0
1595743200,0.0
1595746800,0.0
1595750400,0.0
1595754000,0.0
1595757600,0.0
1595761200,0.0
1595764800,0.0
1595768400,0.0
1595772000,0.0
1595775600,0.0
1595779200,0.0
1595782800,0.0
1595786400,0.0
1595790000,0.0
1595793600,0.0
1595797200,0.0
1595800800,0.0
1595804400,0.0
1595808000,0.0
1595811600,0.0
1595815200,0.0
1595818800,0.0
1595822400,0.0
1595826000,0.0
1595829600,0.0
1595833200,0.0
1595836800,0.0
1595840400,0.0
1595844000,0.0
1595847600,0.0
1595851200,0.0
1595854800,0.0
1595858400,0.0
1595862000,0.0
1595865600,0.0
1595869200,0.0
1595872800,0.0
1595876400,0.0
1595880000,0.0
1595883600,0.0
1595887200,0.0
1595890800,0.0
1595894400,0.0
1595898000,0.0
1595901600,0.0
1595905200,0.0
1595908800,0.0
1595912400,0.0
1595916000,0.0
1595919600,0.0
1595923200,0.0
1595926800,0.0
1595930400,0.0
1595934000,0.0
1595937600,0.0
1595941200,0.0
1595944800,0.0
1595948400,0.0
1595952000,0.0
1595955600,0.0
1595959200,0.0
1595962800,0.0
1595966400,0.0
1595970000,0.0
1595973600,0.0
1595977200,0.0
1595980800,0.0
1595984400,0.0
1595988000,0.0
1595991600,0.0
1595995200,0.0
1595998800,0.0
1596002400,0.0
1596006000,0.0
1596009600,0.0
1596013200,0.0
1596016800,0.0
1596020400,0.0
1596024000,0.0
1596027600,0.0
1596031200,0.0
1596034800,0.0
1596038400,0.0
1596042000,0.0
1596045600,0.0
1596049200,0.0
1596052800,0.0
1596056400,0.0
1596060000,0.0
1596063600,0.0
1596067200,0.0
1596070800,0.0
1596074400,0.0
1596078000,0.0
1596081600,0.0
1596085200,0.0
1596088800,0.0
1596092400,0.0
1596096000,0.0
1596099600,0.0
1596103200,0.0
1596106800,0.0
1596110400,0.0
1596114000,0.0
1596117600,0.0
1596121200,0.0
1596124800,0.0
1596128400,0.0
1596132000,0.0
1596135600,0.0
1596139200,0.0
1596142800,0.0
1596146400,0.0
1596150000,0.0
1596153600,0.0
1596157200,0.0
1596160800,0.0
1596164400,0.0
1596168000,0.0
1596171600,0.0
1596175200,0.0
1596178800,0.0
1596182400,0.0
1596186000,0.0
1596189600,0.0
1596193200,0.0
1596196800,0.0
1596200400,0.0
1596204000,0.0
1596207600,0.0
1596211200,0.0
1596214800,0.0
1596218400,0.0
1596222000,0.0
1596225600,0.0
1596229200,0.0
1596232800,0.0
1596236400,0.0
1596240000,0.0
1596243600,0.0
1596247200,0.0
1596250800,0.0
1596254400,0.0
1596258000,0.0
1596261600,0.0
1596265200,0.0
1596268800,0.0
1596272400,0.0
1596276000,0.0
1596279600,0.0
1596283200,0.0
1596286800,0.0
1596290400,0.0
1596294000,0.0
1596297600,0.0
1596301200,0.0
1596304800,0.0
1596308400,0.0
1596312000,0.0
1596315600,0.0
1596319200,0.0
1596322800,0.0
1596326400,0.0
1596330000,0.0
1596333600,0.0
1596337200,0.0
1596340800,0.0
1596344400,0.0
1596348000,0.0
1596351600,0.0
1596355200,0.0
1596358800,0.0
1596362400,0.0
1596366000,0.0
1596369600,0.0
1596373200,0.0
1596376800,0.0
1596380400,0.0
1596384000,0.0
1596387600,0.0
1596391200,0.0
1596394800,0.0
1596398400,0.0
1596402000,0.0
1596405600,0.0
1596409200,0.0
1596412800,0.0
1596416400,0.0
1596420000,0.0
1596423600,0.0
1596427200,0.0
1596430800,0.0
1596434400,0.0
1596438000,0.0
1596441600,0.0
1596445200,0.0
1596448800,0.0
1596452400,0.0
1596456000,0.0
1596459600,0.0
1596463200,0.0
1596466800,0.0
1596470400,0.0
1596474000,0.0
1596477600,0.0
1596481200,0.0
1596484800,0.0
1596488400,0.0
1596492000,0.0
1596495600,0.0
1596499200,0.0
1596502800,0.0
1596506400,0.0
1596510000,0.0
1596513600,0.0
1596517200,0.0
1596520800,0.0
1596524400,0.0
1596528000,0.0
1596531600,1.2
1596535200,1.6
1596538800,0.6
1596542400,0.0
1596546000,0.0
1596549600,0.0
1596553200,0.0
1596556800,0.0
1596560400,0.0
1596564000,0.0
1596567600,0.0
1596571200,0.0
1596574800,0.4
1596578400,0.0
1596582000,0.4
1596585600,2.8
1596589200,0.6
1596592800,1.0
1596596400,0.4
1596600000,0.6
1596603600,0.2
1596607200,0.0
1596610800,0.0
1596614400,0.0
1596618000,0.2
1596621600,0.0
1596625200,0.0
1596628800,0.0
1596632400,0.0
1596636000,0.0
1596639600,0.0
1596643200,0.0
1596646800,0.0
1596650400,0.0
1596654000,0.0
1596657600,0.0
1596661200,0.0
1596664800,0.0
1596668400,0.0
1596672000,0.0
1596675600,0.0
1596679200,0.0
1596682800,0.0
1596686400,0.0
1596690000,0.0
1596693600,0.0
1596697200,0.0
1596700800,0.0
1596704400,0.0
1596708000,0.0
1596711600,0.0
1596715200,0.0
1596718800,0.0
1596722400,0.0
1596726000,0.0
1596729600,0.0
1596733200,0.0
1596736800,0.0
1596740400,0.0
1596744000,0.0
1596747600,0.0
1596751200,0.0
1596754800,0.0
1596758400,0.0
1596762000,0.0
1596765600,0.0
1596769200,0.0
1596772800,0.0
1596776400,0.0
1596780000,0.0
1596783600,0.0
1596787200,0.0
1596790800,0.0
1596794400,0.0
1596798000,0.0
1596801600,0.0
1596805200,0.0
1596808800,0.0
1596812400,0.0
1596816000,0.0
1596819600,0.0
1596823200,0.0
1596826800,0.0
1596830400,0.0
1596834000,0.0
1596837600,0.0
1596841200,0.0
1596844800,0.0
1596848400,0.0
1596852000,0.0
1596855600,0.0
1596859200,0.0
1596862800,0.0
1596866400,0.0
1596870000,0.0
1596873600,0.0
1596877200,0.0
1596880800,0.0
1596884400,0.0
1596888000,0.0
1596891600,0.0
1596895200,0.0
1596898800,0.0
1596902400,0.0
1596906000,0.0
1596909600,0.0
1596913200,0.0
1596916800,0.0
1596920400,0.0
1596924000,0.0
1596927600,0.0
1596931200,0.0
1596934800,0.0
1596938400,0.0
1596942000,0.0
1596945600,0.0
1596949200,0.0
1596952800,0.0
1596956400,0.0
1596960000,0.0
1596963600,0.0
1596967200,0.0
1596970800,0.0
1596974400,0.0
1596978000,0.0
1596981600,0.0
1596985200,0.0
1596988800,0.0
1596992400,0.0
1596996000,0.0
1596999600,0.0
1597003200,0.0
1597006800,0.0
1597010400,0.0
1597014000,0.0
1597017600,0.0
1597021200,0.0
1597024800,0.0
1597028400,0.0
1597032000,0.0
1597035600,0.0
1597039200,0.0
1597042800,0.0
1597046400,0.0
1597050000,0.0
1597053600,1.4
1597057200,0.0
1597060800,0.0
1597064400,0.0
1597068000,0.0
